Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Sweet,Vegetarian,Venison,Not Your Usual,Finalist,Winner
The Holy Hand Grenade of Antioch,"Slow-cooked hare with red wine gravy, rosemary, thyme, red onion, feta and coleslaw in a sourdough bun, with thick-cut potato fries.",Penthouse Cinema & Café,$20.00,2019,,,,,,,,,,Yes,,
Smoke'n' Hot Peppers Pig,"Chipotle dry rubbed pulled pork with grilled smoked Gouda, apple slaw, smokey barbeque sauce and roasted garlic aioli in a housemade black brioche bun, with curly fries.",Peppers Parehua,$19.00,2019,,,,,Yes,,,,,,,
"Smoked, Sliced, Pickled and Sauced","Smoked and sliced top sirloin with tiger sauce and pickles on a smoked salt weck bun, with barbeque spiced crinkle cut fries.",Pickle & Pie,$25.00,2019,Yes,,,,,,,,,,,
Wagyu Wonder!,"Wagyu beef patty with double smoked Cheddar and truffled onion jam in a brioche bun, with triple cooked fries and smoked Cheddar fondue.",Pico,$24.00,2019,Yes,,,,,,,,,,,
"Snap, Crackle & Pop!","Pulled pork with crunchy slaw, feta whip, basil and chive mayo in an Arobake milk bun, with crackling fries.",Plum,$15.00,2019,,,,,Yes,,,,,,,
MacLander,"Smoked pork and beef patty with Swiss and American cheese, iceberg lettuce, tomato, beurre noisette and MacLander sauce on a sesame bun, with fries.",Portlander,$25.00,2019,Yes,,,,,,,,,,,
Vietnamese Pork Burger,Pork and ginger patty with pickled vegetables and Vietnamese caramel barbeque sauce on a homemade bun.,Pram Beach,$19.00,2019,,,,,Yes,,,,,,,
Miso Prawny,"Chorizo and prawn patty with a celeriac and fennel slaw, carrot kimchi and miso-sumac mayo in an Arobake Turkish bun, with prawn crackers and homemade smoked paprika and cayenne chilli oil 'spray it yourself bottle'.",Pravda Café and Grill,$24.00,2019,,,,,Yes,,,,,,,
Three Ameatgos,"Southern spiced chicken thigh with barbeque pulled pork, streaky bacon, jalapeño cheese, lettuce, red onion and special sauce on a toasted brioche bun, with corn chips and salsa.",Queen of Jackson,$23.00,2019,,Yes,,,,,,,,,,
Montana in Oceano,"Grass-fed beef patty with American style Cheddar, beetroot puree, spicy caramelised streaky bacon, sliced pickle, cos lettuce, beetroot puree, red onion, tomato, aioli and mustard sauce in a milk and potato bun, with hand-cut chips.",Raumati Social Club,$25.00,2019,Yes,,,,,,,,,,,
Piggy Bao,"Marinated pork belly with cucumber pickles, fresh chilli, lettuce, rice crackers and hoisin sauce in a bao bun, with prawn crackers.",Red Hill,$18.00,2019,,,,,Yes,,,,,,,
Mr. Kang's Chili Oil Beef Bao,"Braised beef slices with lettuce, cucumber and chilli oil peanut sauce, fried oyster mushrooms and chillis in a crispy bao bun, with hand-cut fries.",Red Mount,$18.00,2019,Yes,,,,,,,,,,,
Our Insanity Burger,"Angus beef with Scottie's streaky bacon, melted Kingsmeade Cheddar, caramelised onions, ranch coleslaw, sliced dill pickle and top secret insanity sauce in a sesame seed milk bun, with shoestring fries.",Revive Espresso,$20.00,2019,Yes,,,,,,,,,,,
The Heat Wave,"Jalapeño and sundried tomato meat patty, caramelised onions, smoked cheese, salsa and lime dressing in a sourdough brioche, with curly fries.",Roadhouse Bar and Grill,$20.00,2019,Yes,,,,,,,,,,,
Hide and Seek,"Grilled wagyu beef with lettuce, carrot, kiwifruit, Vietnamese herbs and Vietnamese fermented anchovy sauce in a cinnamon milk bun with Rockyard's spring roll chips.",Rock Yard Restaurant,$18.00,2019,Yes,,,,,,,,,,,
Black Hole Sun,"Flame-grilled beef patty with black cheese, black mustard, black chutney, black pickles and black onions on a black Pandoro bun, with black seasoned fries, black sauce and a blackened jalapeño.",Rogue & Vagabond,$24.00,2019,Yes,,,,,,,,,,,
Go Rogue,"Custom blend beef patty with Cheddar, onion, tomato, pickles and burger sauce on a housemade milk bun, with shoestring fries.",Rogue Burger,$20.00,2019,Yes,,,,,,,,,,,
Crusin' on the Interislander,"Wagyu beef patty with crispy Stewart Island muttonbird, celeriac remoulade and wasabi root, with shoestring fries and hay-smoked gravy.",Salty Pidgin,$28.00,2019,Yes,,,,,,,,,,,
"Hook, Line & Sinker","Panko-crumbed hoki fillet with American cheese, iceberg lettuce, Roma tomato and tartare sauce in a toasted brioche bun, with seaweed-salted hash brown nuggets.",Scopa,$18.00,2019,,,,,,Yes,,,,,,
A Sight For Sow Eyes,"Asian-style slow-cooked pork belly with pickle slaw, coriander, deep-fried kimchi, onion and ginger pickle in a brioche bun, with fries and aioli.",Scorch-O-Rama,$25.00,2019,,,,,Yes,,,,,,,
Mother Pucker's Pork & Pickle,"House smoked pork belly with red sauerkraut, pickled apples, crispy shallots, Good Fortune Coffee barbeque sauce and whole grain mustard aioli in a salted pretzel bun, with hand-cut fries.",Seashore Cabaret Cafe,$21.00,2019,,,,,Yes,,,,,,,
McSeize Cheeseburger,"Vegetarian ‘beef' patty with vegan American cheese, pickles and McSeize sauce in a gluten-free milk bun.",Seize,$18.00,2019,,,,,,,,Yes,,,,
Grandma's Gone Nuts,"Vegan nut loaf patty with umami gravy, savoury cheesy sauce and crunchy potato in a vegan bun, with onion rings.",Shady Lady,$22.00,2019,,,,,,,,Yes,,,,
Shepchuan,"Crispy tofu with Sichuan sauce, pork mince, pickled cucumber and peanut aioli in a steamed rice bun.",Shepherd,$20.00,2019,,,,,,,,,,Yes,,
The Reaping Swine,"Braised five-spiced pork belly with homemade pork sausage, mango coleslaw, and hoisin barbeque sauce in a coconut butter steamed bao bun, with kūmara crisps.",Siem Reap,$22.00,2019,,,,,Yes,,,,,,,
Get Down & Crumpet,"Grass-fed Angus beef patty with melted Brie cheese, baby kale, tomato, green pea hummus in a coconut crumpet, with kūmara chips and tahini yoghurt.",Sojourn Café & Bar,$25.00,2019,Yes,,,,,,,,,,,
Al Delizioso,"Porchetta and crackling with cos lettuce, red onion salsa, kūmara and smokey capsicum aioli on a ciabatta bun, with handcut fries.",Soprano Petone,$23.00,2019,,,,,Yes,,,,,,,
Philly Cheese-Stack,"Double stacked shaved beef with onions, optional jalapeño and chipotle cheese sauce on a potato bun with fries.",Soul Shack,$21.00,2019,Yes,,,,,,,,,,,
DoubleDoubleCheese Please,"Double beef patties with double cheese, free-range streaky bacon, barbeque and mayo on a cheese sauce coated Pandoro milk bun, with shoestring fries.",Southern Cross Garden Bar Restaurant,$25.00,2019,Yes,,,,,,,,,,,
Garden of Five Senses,"Organic free-range lamb flap with Garage Project Aro Noir adobo glaze, buldak fire sauce, spring onion sambal, daikon kimchi and Cheddar in a baguette bun, with shake-it-up fries.",Spring Kitchen,$20.00,2019,,,,Yes,,,,,,,,
Big Kahuna,"Grass-fed beef patty with glazed sirloin ham, grilled pineapple, mayo, lettuce, tomato, onion and chilli and cheese sauce in a toasted Brezelmania potato bun, with crinkle cut chips and Sriracha mayo.",Spruce Goose,$25.00,2019,Yes,,,,,,,,,,,
The 'Cha Cha',"Peri peri chicken thigh with smashed avo, fried halloumi, cos lettuce and ranch dressing in a Zaida's brioche bun, with fries.",St Johns Bar & Eatery,$21.00,2019,,Yes,,,,,,,,,,
Poppin' Chick,"Black sesame seed and paprika crumbed corn-fed chicken breast with jalapeño poppers, Asian slaw with lemon coriander dressing and Sriracha mayo, with crosscut fries.",Steps Restaurant,$19.00,2019,,Yes,,,,,,,,,,
The Corner Dairy,"Masala spiced lamb patty with cucumber ribbon, red onion, carrot, lettuce, tamarind sauce, coriander, mint and roast peanut chutney on a turmeric and cumin bun, with skin-on paprika salt fries.",Strathmore Local Restaurant & Bar,$20.00,2019,,,,Yes,,,,,,,,
Sweet As Burger,"Chocolate cake patty with buttercream lettuce and tomatoes drizzled with a white chocolate ganache sauce on a vanilla cupcake bun, with sugar cookie crinkle cut fries and dark chocolate ganache sauce.",Sweet Bakery & Cakery,$10.00,2019,,,,,,,Yes,,,Yes,,
Praise Cheesus!,"Beef, pork and bacon with grilled smoked Cheddar, triple cheese mac ‘n' cheese, cucumber pickle relish, fresh watercress, barbeque sauce and herb mustard mayo in a Pandoro sesame seed milk bun.",Sweet Mother's Kitchen,$23.00,2019,Yes,,,,,,,,,,,
Jacked Up,"Barbequed jackfruit seitan rib with coleslaw, potato chips and housemade butter and aioli on a brioche bun.",Sweet Release Cakes and Treats,$17.00,2019,,,,,,,,Yes,,,,
TJs Big Bang,"Buttermilk fried chicken breast with cabbage slaw, tomatoes and Sriracha mayo on a milk bun with TJ's special baja fries.",Tequila Joe's,$21.00,2019,,Yes,,,,,,,,,,
The Perfect Game,"Crispy buttermilk fried chicken with kimchi slaw, salted cucumber, spring onion and chilli mayo on a milk bun, with paprika fries.",The 7 Bar,$20.00,2019,,Yes,,,,,,,,,,
The Jacinda Burger,"Pulled harissa lamb with pickled daikon slaw, coconut, lime and coriander yoghurt and chutney in a toasted brioche bun, with duck fat agria fries.",The Backbencher Gastropub,$25.00,2019,,,Yes,,,,,,,,,
Eastern Promise,"Slow cooked beef brisket with baba ganoush, pickled red cabbage, potato rosti, smoked cheese and tzatziki sauce in a milk bun, with waffle fries and saffron mayo.",The Borough,$24.00,2019,Yes,,,,,,,,,,,
The Brisk Taker,"Sticky barbeque seitan brisket with melted vegan cheese, pickles, carrot slaw and American mustard in a blueberry bun, with crispy potatoes and cheese sauce.",The Botanist,$22.00,2019,,,,,,,,Yes,,,,
The Poutine Burger,"Handmade all beef patty with braised beef short rib gravy, American cheese, cheese curds, matchstick fries, pickles, table onion and house mayo in a milk bun, with steak fries and ketchup.",The Bresolin,$23.00,2019,Yes,,,,,,,,,,,
Breakfast at Tiffany's,"Pork patty with smoked bacon, poached egg, grilled portobello mushroom, semi-roast tomato, fried bread, hollandaise and tomato ketchup in a bagel bun with salt and vinegar kūmara strands.",The Butcher and Brewer,$24.00,2019,,,,,Yes,,,,,,,
Camby Cheeky Cheese Delight,"Beef patty with crispy bacon, lettuce, tomato, onion and a smoked Cheddar cheese sauce in a sourdough bun, with kūmara fries.",The Cambridge Hotel,$20.00,2019,Yes,,,,,,,,,,,
Delhi Welly,"Spicy chicken tikka with smokey cucumber raita, chilli sprout slaw, piccalilli and crispy pappadams in a Kasuri methi English muffin, with coconut Cheddar fries.",The Churchill,$23.00,2019,,Yes,,,,,,,,,,
Wia Fri Chicken,"Buttermilk chicken thigh with Asian slaw and smokey barbeque sauce on a charcoal bun, with French fries.",The Clareville Bakery,$20.00,2019,,Yes,,,,,,,,,,
This Little Piggy has Seoul,"Korean slow-roasted pork belly with tempura soft shell crab, kimchi-slaw, chilli mango chutney and sesame mayo on a squid ink bun.",The Crab Shack,$28.00,2019,,,,,Yes,,,,,,,
Poutine' on the Ritz,"Beef patty, with housemade beans, smoked bacon, sauteed onions and cheese in a crisp pastry shell on a soft burger bun, with a classic poutine of baked home-cut fries, local cheese curds and a rich jus.",The Crooked Elm,$24.00,2019,Yes,,,,,,,,,,,
Cluck Norris,"Southern-fried chicken breast with billionaire bacon, iceberg lettuce and rocket boost mayonnaise on an Arobake brioche bun, with coleslaw and a choice of thick cut fries or potatoes and gravy.",The Featherston City Tavern,$19.00,2019,,Yes,,,,,,,,,,
The Firey Brazilian,"Picanha beef cap, spiced rotisserie lamb, peri peri chicken and pulled pork with Edam cheese and chipotle mayo on a peri peri spiced bun, with cassava chips and refried beans.",The Gardens of Alicetown,$24.00,2019,Yes,,,,,,,,,,,
The Apollo,"Lamb patty with tzatziki, a slice of feta, onion and rocket in a classic bun.",The Greek Food Truck,$16.00,2019,,,,Yes,,,,,,,,
Tahr for the Tucker,"Wild tahr and pork patty with kawakawa rubbed thick-cut pork belly bacon, grapefruit and cucumber pickle, chedd-onnaise, smoked tomato relish and butterhead lettuce in a Zaida's horopito potato bun, with rosemary sea salt fries and herb mayo.",The Green Man Pub,$22.00,2019,,,,,,,,,,Yes,,
King of Pork Pop Rock,"Flight Coffee braised pulled pork with crispy chicken skin and Asian slaw in a housemade brioche bun with pop-rock salt, with hand-cut agria fries and spicy mayo.",The Hangar,$25.00,2019,,,,,Yes,,,,,,,
The Frying Nemo,"Battered fish with lettuce, pickle, housemade tartare and cheese in a brioche bun, with hand-cut fries and chilli and lime dip.",The Hop Garden,$18.00,2019,,,,,,Yes,,,,,,
Risk it for the Brisket,"Asian inspired chilli-braised beef brisket, with kimchi slaw, freshly picked coriander and toasted sesame seeds in a soft Brezelmania bun, with Korean loaded fries and red chilli mayo.",The Hotel Bristol,$23.00,2019,Yes,,,,,,,,,,,
Coming of Age,"House-aged wagyu beef patty with house-cured crispy prosciutto, aged Black Jack Cheddar, fresh spinach, pickles, compressed tomato, black garlic aioli and Hudson ketchup, in a chilli milk bun, with bacon crisps.",The Hudson On Chews,$25.00,2019,Yes,,,,,,,,,,,
Chicken Fried Steak,"Crunchy chicken fried steak with mushy pea fritters and southern gravy in a sesame seed bun, with steak fries and onion soup dip.",The Innkeeper,$20.00,2019,Yes,,,,,,,,,,,
The Lab Aromatics and Spice Experiment,"Marinated spiced chicken thigh with crisped curry leaves, Asian slaw, pickled carrots, and Thai red curry sauce (mild or super hot) on a ciabatta bun.",The Lab @ 20 Customhouse Quay,$18.00,2019,,Yes,,,,,,,,,,
The Maharaja Kid,"Double tandoori goat patty with lightly smoked tomato kasundi, onion, paneer, iceberg lettuce and lime pickle in a sesame seed tumeric bun, with fries and mint chutney.",The Larder,$24.00,2019,,,,,,,,,,Yes,,
Do You Like Green Eggs and Ham?,Carello del Gelato ham and maple chocolate dipped ice cream patty with white chocolate egg and raspberry ketchup in a Sixes and Sevens doughnut bun.,The Library,$14.00,2019,,,,,,,,,,Yes,,
Smoke & Fire,"Chuck beef patty cooked in smoked butter with melted aged Cheddar, maple candied bacon, pickle, beetroot, cabbage and fire roasted pepper mayo in a Zaida's potato bun, with crinkle cut fries.",The Old Bailey,$22.00,2019,Yes,,,,,,,,,,,
Lady Gà Gà,"Twice-cooked free-range chicken marinated with ginger, five-spice and turmeric served with fresh salad, tomato and housemade mayonnaise on a brioche bun, with fried baby corn ‘chips’ and sweet chilli sauce.",The Old Quarter,$19.00,2019,,Yes,,,,,,,,,,
Sweet Nanny's Lush,"200 gram sirloin beef patty with fresh goat's cheese, housemade agria potato crisps, free-range bacon, mayonnaise and maple syrup, in a Pandoro milk bun, with seasoned waffle cut potato fries and Pickle Jar sauce.",The Pickle Jar,$25.00,2019,Yes,,,,,,,,,,,
Pirikara Hoot,"Free-range chicken karaage spiced with Hoot sauce with a sesame miso slaw in a housemade bun, with Japanese pickles.",The Ramen Shop,$17.00,2019,,Yes,,,,,,,,,,
Umami Burger,"Free-range chicken karaage with Japanese mayo, cheese, foraged seaweed and sesame miso slaw on a housemade bun.",The Ramen Shop Semi Permanent,$12.00,2019,,Yes,,,,,,,,,,
Hangry Bird,"Moroccan spiced chicken thigh with lettuce, pickle, avocado and aioli on a Zaida's beetroot milk bun, with shoestring fries and a side of hot sauce.",The Realm Bar and Bistro,$24.00,2019,,Yes,,,,,,,,,,
I Deer You,"Venison and bacon patty with watercress, red onion jam, tomato, smoked Cheddar cheese, tomato and spiced plum sauce on a milk bun, with steak cut fries.",The Residence Bar,$22.00,2019,,,,,,,,,Yes,,,
The McReuben,"Beef patty with pastrami, American Cheddar, pickles, mustard and barbeque sauce in a molasses bun, with shoestring fries.",The Salt & Wood Collective,$26.00,2019,Yes,,,,,,,,,,,
The Grill Burger,"Slow-cooked pork shoulder with sliced pork belly, apple slaw, 'SGK' burger sauce, smoked Swiss cheese on a toasted Arobake brioche bun, with hand-cut chips.",The Simply Grill Kitchen,$23.00,2019,,,,,Yes,,,,,,,
The Redeemer,"12-hour braised beef cheek with pickled watercress and horopito mayo in a kūmara and cashew bun, with salt and vinegar shoestring fries.",The Speight's Ale House,$25.00,2019,Yes,,,,,,,,,,,
In the Neighbourhood,"Lime and chilli marinated chicken with spicy chorizo, crunchy salad, Sriracha mayo, onion relish and jalapeno cheese in a spiced brioche bun, with thick handcut chips.",The Still Room,$24.00,2019,,Yes,,,,,,,,,,
Schnitz Blitz,"Beef schnitzel with sauerkraut slaw, lemon caper mayo in a pretzel style Bretzelmania bun, with waffle fries and gravy.",The Tasting Room,$20.00,2019,Yes,,,,,,,,,,,
Hoggy Hoggy Hoggy,"Pork, leek and cumin patty with caramelised leeks and rocket on a crusty white bun, with potato chips and a side of curry sauce or gravy.",The Welsh Dragon Bar,$18.00,2019,,,,,Yes,,,,,,,
Jammy Bastard,"Wagyu beef patty with bacon jam, Alabama white sauce, black jack cheese, pickles and lettuce in a Zaida's potato bun, with kūmara crisps.",Thistle Inn,$22.00,2019,Yes,,,,,,,,,,,
"If you like spicy, Ikan help!","Galangal, chilli and lemongrass marinated market fish fillet with Indonesian style Acar pickle, spring onion, herb salad and turmeric mayo on a Pandoro soft white bun",Thorndon Chippery,$16.00,2019,,,,,,Yes,,,,,,
Da Bangar Burger,"Deep-fried spicy southern style chicken with deep-fried bacon, melted cheese, red onions, iceberg lettuce, mustard mayo and maple syrup in a toasted brioche bun.",Thunderbird Café,$21.00,2019,,Yes,,,,,,,,,,
Rastafa Lamb,"Braised lamb shoulder with Zany Zeus smoked Brinza, red cabbage, cucumber and mint slaw, pickled red onions, rocket and hemp aioli on a Leeds St Bakery kūmara brioche bun, with handcut fries.",Ti Kouka cafe,$25.00,2019,,,,Yes,,,,,,,,
Ooh Là Là,"Pan-fried New Zealand wagyu beef patty topped with Kingsmeade Brie, duck liver parfait and truffle mayo in a housemade bun, with beef dripping fries seasoned, with foraged porcini salt and cheese dipping sauce.",Tinakori Bistro,$28.00,2019,Yes,,,,,,,,,,,
