Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Venison,Vegetarian,Sweet,Not Your Usual,Finalist,Winner
The Leaning Tower,"Beef brisket with spicy pepperoni, streaky bacon, mozzarella, red onions, gherkin, tomato, American cheddar and burger sauce in Zaida's brioche bun.",Santeria,$18,2020,Yes,,,,,,,,,,,
S.F.C Tower of Caesar,"Fried chicken with crumbed fried mozzarella, prosciutto, cos lettuce, red onion and housemade Caesar dressing in a Zaida's sesame bun, with Italian fries, tomato salt and aioli.",Scopa,$25,2020,,Yes,,,,,,,,,,
The Womble of Wellington,"Buttermilk fried chicken with bacon, avocado, pickles, smoked cheese, lettuce, chutney and chorizo aioli in a Brezelmania charcoal bun.",Scorch-O-Rama,$18,2020,,Yes,,,,,,,,,,
Lamb In a Pickle,"Beer-braised spiced lamb with deep-fried halloumi crackling, chimichurri slaw, poblano-feta cream and radish pickle in a brioche bun, with handcut fries.",Seashore Cabaret Cafe,$20,2020,,,,Yes,,,,,,,,
Nice to Meat you,"Plant-based 'beef' patty with plant-based cheese, kale, dill pickle, housemade BBQ sauce and aioli in a bun, with rainbow slaw.",Seize,$19,2020,,,,,,,,Yes,,Yes,,
Honey Bunny,"Dakgangjeong with a sweet and spicy Greytown mānuka honey sauce, cheddar, garlic cheese sauce, fried kimchi, gherkin, Asian slaw, lettuce and gochujang aioli in a brioche bun, with kimchi salt fries.",Seoul Salon,$15,2020,,Yes,,,,,,,,,,
Plenty of Other Fish In the Sea,"A rotating line up of beer-battered locally caught fish, with shredduce and tartare sauce in a Leeds Street Bakery bun, with triple-cooked fries and seaweed seasoning.",Shepherd,$21,2020,,,,,,Yes,,,,,,
Sataysfaction,"Flame grilled chicken thigh with young green jackfruit, caramelised onions, Asian slaw and satay sauce in an Arobake bun, with roti strips.",Siem Reap,$24,2020,,Yes,,,,,,,,,,
Pretty Fly For a Fungi,"Parkvale mushroom and black rice patty with spiralized turmeric zucchini, onion bhaji, beetroot relish, vegan cream cheese and Parkvale mushroom and walnut spread in a housemade kūmara bun.",Small Batch,$18,2020,,,,,,,,Yes,,,,
"Don't Have a Cow, Man","Plant-based patty with mushroom 'bacon', gherkin, red onion, lettuce, vegan mayonnaise, English mustard and ketchup caviar in a Brezelmania sesame bun, with purple, golden and red kūmara chips.",Sojourn Café & Bar,$25,2020,,,,,,,,Yes,,,,
Swamp Thing,"Fried chicken with fried Waikanae Butcher Andouille sausage, fried okra, onion rings, chargrilled capsicum and a Louisiana-style gumbo gravy in a garlic-buttered bun, with crinkle-cut fries, gumbo gravy and bacon.",Soul Shack,$21,2020,,Yes,,,,,,,,,,
"Hey, Ewe - Pass the Crisps","Slow-cooked lamb shoulder with Zany Zeus halloumi, cos lettuce, dashi mayonnaise and apple and mint jelly in a Pandoro ciabatta bun, with cider vinegar and sea salt crisps.",Southern Cross Garden Bar Restaurant,$24,2020,,,,Yes,,,,,,,,
Risk it for Brisket,"Wagyu beef brisket with jalapeño cheese, braised red cabbage, bread and butter pickles, aioli and housemade chipotle mustard sauce in a Brezelmania brioche bun, with pork crackling-dusted waffle fries.",Spruce Goose,$25,2020,Yes,,,,,,,,,,,
Kong Bao,"Grilled Kong Bao chicken marinated in Wellington Honey with pickled bok choy, slaw, coriander jam and hoisin aioli in a steamed bao bun, with wonton crisps and housemade sweet 'n' sour sauce.",St Johns Bar & Eatery,$20,2020,,Yes,,,,,,,,,,
Nom Nom Birdie,"Double stack buttermilk fried chicken with bacon, cabbage, cheese, fried egg, avocado and pineapple sauce in a Pandoro brioche bun, with sea salt fries.",Steps Restaurant,$22,2020,,Yes,,,,,,,,,,
The Fiesta,"Spicy fried chicken tenders with iceberg lettuce, housemade corn and coriander salsa and jalapeño aioli in a Zaida's squid ink and turmeric bun, with corn chips and salsa.",Strathmore Local Restaurant & Bar,$20,2020,,Yes,,,,,,,,,,
The Scarlet Lettuce,"Dark chocolate raspberry cake patty with a Whittaker's White Chocolate lattice, cream cheese buttercream, raspberry coulis and freeze-dried raspberries in a housemade red velvet donut bun, with Six Barrel Soda Co. Strawberry & Cream syrup shards.",Sweet Bakery & Cakery,$15,2020,,,,,,,,,Yes,,,
All in a Pickle,"Slow-cooked pulled beef brisket with pickles, pakora-style fritter, Mela apple cider vinegar-dressed daikon and purple cabbage slaw, mint chutney and a pilsner and cheddar queso dip in a sesame bun.",Sweet Mother's Kitchen,$21,2020,Yes,,,,,,,,,,,
The Eden,"Housemade vegan 'pork' tocino with lettuce, tomato and a vegan fried egg in a pandesal bun.",Sweet Release,$17,2020,,,,,,,,Yes,,Yes,,
A Burger to Taco 'Bout!,"Grilled chicken tenders with housemade chilli con queso, corn chips, sour cream, lettuce and mild pineapple salsa in a Pandoro brioche bun.",Taco Queen,$20,2020,,Yes,,,,,,,,,,
Namban,"Turk’s chicken breast katsu with tartare sauce and sweet and sour tamari sauce in a Pandoro potato bun, with shichimi spiced fries.",Tatsushi,$21,2020,,Yes,,,,,,,,,,
Schnitzel Supreme,"Parmesan panko-crumbed chicken schnitzel with sweet 'n' spicy jalapeño, cabbage and apple slaw, smoked cheese and smoked paprika sauce in a Zaida's sesame seed spirulina bun, with housemade Baja fries.",Tequila Joe's,$20,2020,,Yes,,,,,,,,,,
Roll Over... BOOMER!,"Massaman pulled lamb with a brown basmati and wild rice rosti, Fix & Fogg savoy salsa, tomato, red onion and papadum in a chargrilled naan, with oven-baked Kashmiri red jacket wedges.",The Backbencher Gastropub,$18,2020,,,,Yes,,,,,,,,
Phoenix in a Hurricane,"Fried chicken with minted slaw, turmeric-pickled fennel, Baxter's Voodoo hot sauce and Kāpiti Havarti in a Brezelmania black and yellow potato bun, with Kiwi onion dip fries.",The Blue Lady - Wellington Airport,$25,2020,,Yes,,,,,,,,,,
Messypotamia,"Lamb kofta patty with red pepper, onion, shredded lettuce and Zany Zeus greek harissa yoghurt in a Brezelmania milk bun, with fries. *Available in kids and adult sized portions.",The Borough,$24,2020,,,,Yes,,,,,,,,
The Greta Thunburger,"Housemade Swedish meatball-inspired vegan 'beef' patty with cumin gouda, cucumber ribbons, mushroom aioli, pickled red cabbage, dill mayonnaise and beetroot greens in a Pandoro charcoal bun, with hasselback potatoes.",The Botanist,$22,2020,,,,,,,,Yes,,Yes,,
"Hi, Pearl - Wheat's The Matter","Spiced quinoa, roast barley and black bean patty with Wellington Honey, cashews, Kāpiti Tuteremoana Aged Cheddar, coleslaw, borlotti bean and tomato salsa and roast beetroot chutney in iceberg lettuce 'buns', with rosemary, garlic and chilli-salted handcut chips.",The Butcher and Brewer,$23,2020,,,,,,,,Yes,,,,
The Bridge Burger,"Masala-marinated chicken thigh with onion bhaji, pickled cucumber and mint yoghurt in Zaida's turmeric and cumin bun, with papadums.",The Cambridge Hotel,$19,2020,,Yes,,,,,,,,,,
Yorkie Boy,"Roast beef with a Yorkshire pudding filled with gravy, beef dripping, onions, honey-roasted carrot purée, horseradish and parsley mayonnaise and a parmesan crisp in a Brezelmania milk bun, with triple-cooked sage and onion roast potatoes.",The Churchill,$18,2020,Yes,,,,,,,,,,,
Cluckin' Hell,"24hr red pepper hot sauce marinated chicken thighs with gorgonzola, iceberg lettuce, red onion and pickles in an Arobake ciabatta bun.",The Crab Shack,$18,2020,,Yes,,,,,,,,,,
Weekend At Béarnaise,"Medium rare prime beef steak with Parkvale mushroom duxelles, spinach ragù puff pastry discs, burgundy syrup and béarnaise sauce in a brioche bun, with truffle and parmesan-infused handcut fries and The Bloody Butcher ketchup.",The Crooked Elm,$26,2020,Yes,,,,,,,,,,,
Juicy Summer Baoger,Beef patty with cheese and lettuce in a Woodhaven Gardens spinach and beetroot juice bun with Chinese-spiced edamame beans.,The Dumpling Company (The Terrace Store),$20,2020,Yes,,,,,,,,,,,
The Ashes of the Raj Mahal,"Masala-spiced chicken breast with pickled cucumber slaw and mayonnaise in an Arobake turmeric milk bun, with papadum crisps.",The Featherston City Tavern,$20,2020,,Yes,,,,,,,,,,
Hash Coffee,"Char-grilled beef patty with a Wellington Eggs free range fried egg, hashbrown, Havana Coffee bacon jam, housemade garden sauce and housemade ketchup in a Brezelmania potato bun, with parmesan truffle crinkle-cut fries.",The Garden Hotel,$17,2020,Yes,,,,,,,,,,,
Coffee Chuck,"Smoked Wagyu beef patty with Fortune Favours IPA-battered onion rings, pickled fennel, spiced braised red cabbage, Kāpiti Pakari Smoked Cheddar and mayonnaise in a Brezelmania kūmara bun, with bacon-salted kūmara fries and Havana Coffee gravy.",The Green Man Pub,$25,2020,Yes,,,,,,,,,,,
Viva La Revolución,"Crispy pork belly and parmesan-crusted chicken with fennel and apple slaw and poulette sauce in a soft baguette roll, with traditional pomme de terre.",The Hangar,$24,2020,,Yes,,,Yes,,,,,,,
The Aotearoa,"Pulled smoked lamb and beef patty with kūmara rosti, housemade beetroot pickled onions, Zany Zeus minted yoghurt and coriander in a sesame bun, with shoestrings fries.",The Hop Garden,$20,2020,Yes,,,Yes,,,,,,,,
Kashed Up,"Kashmiri-spiced buttermilk chicken with Zany Zeus raita and iceberg slaw, pickled red onion and masala sauce in a Brezelmania turmeric potato bun, with papadum chips and mango ketchup.",The Hotel Bristol,$20,2020,,Yes,,,,,,,,,,
Old Smokey Muffuletta,"Char-grilled Italian sausage with charcuterie, green olives and Zany Zeus mascarpone in a char-grilled bun.",The Hudson On Chews,$26,2020,,,,,,,,,,,,
The Caffeinated Cow,"Spiced and coffee-infused steak with onion bhaji, tomato, lettuce and smoky peanut sauce, in a Zaida's charcoal brioche bun, with oven-baked handcut kūmara chips.",The Lab Food and Beverage Co. Press Hall,$24,2020,Yes,,,,,,,,,,,
The Mighty Pecking Duck,"Five-spiced duck and pork sausage patty with crispy duck skin, housepickled cucumber, Asian-inspired slaw and sweet and sour tamarind hoisin sauce in a Zaida's charcoal brioche bun, with prawn crackers.",The Lab Food and Beverage Co. XXCQ,$24,2020,,,Yes,,Yes,,,,,,,
Kung-Fu Kickin Chickn,"Nam Yu fried chicken with pickled slaw, scallions, kicap manis and housemade garlic chilli in a chicken-jus infused rice bun, with waffle fries and wonton skin mix.",The LAB Victoria Street Precinct,$19,2020,,Yes,,,,,,,,,,
The Siciliano,"Peperoncino and rosemary marinated baby chicken with black cabbage slaw, Provolone and nduja in a housemade buttermilk bun, with polenta fries, parmesan and aioli.",The Larder,$25,2020,,Yes,,,,,,,,,,
Candy Mountain,"Carrello del Gelato Malteser® crumbed Twix Bits® ice cream slice with salted pretzel and Curly Wurly chocolate bark, Cherry Ripe jellies and deep-fried Freddo in a Sixes & Sevens donut bun with Snickers® pipettes, funnel cake fries and frostchup.",The Library,$18,2020,,,,,,,,,Yes,,,
Chickira,"Buttermilk-brined cornflake-crusted fried chicken with maple bacon, Carrello del Gelato sriracha gelato and maple syrup in between two waffles.",The Little Waffle Shop,$12,2020,,Yes,,,,,,,,,,
G and T,"Reid + Reid gin infused lamb and venison patty with crispy bacon and jalapeño cheese spread in a Zaida's spirulina brioche bun, with cross trax fries.",The Old Bailey,$22,2020,,,,Yes,,,Yes,,,,,
Mr Popeye,"Free range fried chicken with baby spinach, tomato and herb salad, crispy shallots and housemade mayonnaise in a Zaida's milk bun, with curly fries.",The Old Quarter,$18,2020,,Yes,,,,,,,,,,
The Hot Tropic,"Buffalo hot sauce fried free range chicken thigh with rum and honey glazed pineapple rings, cos lettuce, coconut yoghurt raita, pickled red cabbage and Gipps St. Butchery streaky bacon in a Zaida's sesame seed bun, with seasoned jacket wedges.",The Pickle Jar,$25,2020,,Yes,,,,,,,,,,
Sloppy Mapo,Fried Pheonix City tofu with a spicy Mapo-style sauce in a housemade bun.,The Ramen Shop,$14,2020,,,,,,,,Yes,,,,
The Limousine,"Slow-cooked lamb shoulder with halloumi, baby spinach, cucumber, red onion jus and mint sauce in a Zaida's ciabatta bun, with fries.",The Realm bar & bistro,$19,2020,,,,Yes,,,,,,,,
Mango Tango!,"Pepper fried chicken with candied bacon, grilled mango, Apostle St.John Hot Sauce and spring onion in a lime glazed doughnut bun, with green mango and black salt seasoned fries.",The Residence Bar,$18,2020,,Yes,,,,,,,,,,
The Big Schmack,"Shaved smoked brisket with mac 'n' cheese, jalapeños, pickles and Havana 5-Star hot sauce in a milk bun, with shoestring fries.",The Salt & Wood Collective,$27,2020,,,,,,,,,,,,
The Lambie,"Slow-cooked lamb shoulder with Ōtaki beetroot, feta creme, picked slaw and housemade burger sauce in an Arobake brioche bun, with handcut chips.",The Simply Grill Kitchen,$25,2020,,,,Yes,,,,,,,,
The Crayfish King,"Grilled Cook Strait crayfish and Palliser Bay kingfish with buttercrunch lettuce and cheese sauce in a black sesame bun, with kūmara fries.",The Speight's Ale House,$26,2020,,,,,,Yes,,,,,,
The Local,"Smoky paprika buttermilk chicken thigh with Kāpiti Pakari Smoked Cheddar, Shoots NZ microgreen salad, gherkins, tomato and Fix & Fogg Smoke & Fire mayonnaise in a Brezelmania chilli corn bun, with handcut fries and aioli.",The Tasting Room,$25,2020,,Yes,,,,,,,,,,
The G.O.A.T,"12hr-braised Wairarapa curried goat with housepickled cucumber and onion bhaji in a yoghurt and coriander milk bun, with crispy spiced cauliflower.",The Victoria Tavern,$24,2020,,,,,,,,,,,,
Ffordd Pen Llech Burger,"Beef patty with lettuce, laver and aioli slaw, dill pickles, mānuka-smoked leek relish, Garage Project IPA and Kāpiti Kikorangi Blue Welsh rarebit topping in a soft bun.",The Welsh Dragon Bar,$18,2020,Yes,,,,,,,,,,,
Beefcake,"Short rib and rump beef patty with bacon, cheddar, pickles, whiskey sauce and spicy aioli in a beef jus-soaked Zaida's challah bun.",Thistle Inn,$22,2020,Yes,,,,,,,,,,,
Temptress,"Free range pork and prawn patty with Asian-inspired slaw and kimchi mayonnaise in a sesame bun, with prawn crackers and Fix & Fogg Peanut Butter hoisin sauce.",Thorndon Chippery,$15,2020,,,,,Yes,Yes,,,,,,
The Cow-Boy,"Honey and buttermilk marinated deep-fried chicken in housemade chicken dust with iceberg lettuce, guacamole, pickles, pickled onions and bacon chipotle mayonnaise in a potato bun.",Thunderbird Café,$21,2020,,Yes,,,,,,,,,,
Oishii,"Japanese-style deep-fried chicken with Pickle & Pie pickles, mesclun, cabbage and sriracha mayo in a Pandoro panini bun, with fries.",TJ Katsu,$20,2020,,Yes,,,,,,,,,,
Seoul-Chick,"Fried chicken with kimchi, cos lettuce, spiced yoghurt and BBQ sauce in an Arobake milk bun, with spiced shoestring fries and aioli.",Trade Kitchen,$20,2020,,Yes,,,,,,,,,,
Porchetta,"Roasted pork loin and belly, with bacon and herb stuffing, apple slaw, roasted potatoes and red wine jus in a Zaida's ciabatta bun.",Tricky's Sandwich Co.,$18,2020,,,,,Yes,,,,,,,
Chocolate Fusion,"Tomatillo and scallion marinated Angus fillet steak with masala crunchy kale, pancetta, cumin-tempered goats cheese, daikon and onion chutney and Kāpiti blue cheese in a fried dark chocolate bun, with tōgarashi-battered fries.",Tutaki Cafe,$20,2020,Yes,,,,,,,,,,,
La Montagne de Fromage,"Chicken thigh with Mont D’Or cheese,  sweet and spicy pickled cucumber, coleslaw, The Drunken Nanny lettuce, Apostle Saint Philip Hot Sauce and spiced crème fraîche in a brioche bun.",Two Grey,$28,2020,,Yes,,,,,,,,,,
Cheeky Delight,"Wagyu beef cheek with housesmoked Parkvale field mushrooms, lettuce, tomato, red onion, Kāpiti Kikorangi sauce and marrownaise in a sesame seed bun, with skinny fries.",Umu,$25,2020,Yes,,,,,,,,,,,
Matariki Lamb,"Matariki Terraces lamb with The Drunken Nanny Lemony goats cheese tzatziki in a soft white bun, with triple cooked chips.",Union Square,$24,2020,,,,Yes,,,,,,,,
The Elvis,"Smoked paprika braised brisket with Kāpiti Kikorangi mac 'n' cheese, tobacco onions and tomatoes in an Arobake buttermilk bun, with curly fries.",Vinyl Bar,$22,2020,Yes,,,,,,,,,,,
Vete a la Hamburguesa,"Housemade chilaquiles of salsa roja-soaked corn chips, refried beans and rump steak schnitzel with sour cream, Zany Zeus feta, onion, coriander, and habanero pickled red onions in an Arobake sourdough bun.",Viva Mexico Left Bank,$19,2020,Yes,,,,,,,,,,,
Pa' ti solito,"Crispy chicken with jalapeño coleslaw and chipotle mayonnaise in an Arobake ciabatta bun, with patatas bravas.",Viva Mexico Newtown,$21,2020,,Yes,,,,,,,,,,
La Puerca,"Pork shoulder marinated in Ōtaki chillis, achiote paste and Mexican spices with avocado, tomato, chipotle salsa and jalapeño mayonnaise in an Arobake ciabatta bun, with fries.",Viva Mexico Petone,$19,2020,,,,,Yes,,,,,,,
Bambilicious!!!,"Venison patty with Asian-inspired aromatics, caramelised onion, tomatoes, Swiss, pickled vegetables, lettuce and sambal oelek mayonnaise in a Zaida's squid ink and turmeric milk bun, with makrut lime flavoured rice crackers.",Vivant! Restaurant,$25,2020,,,,,,,Yes,,,,,
Thai Fish Basket,"Thai-spiced fish patty with Asian-inspired slaw and shrimp cocktail in a Cafe Lane sesame seed bun, with fries.",Waterfront Bar,$25,2020,,,,,,Yes,,,,,,
Lambnation,"Char-grilled lamb patty with mango yoghurt raita in a Arobake herbed milk bun, with potato fries.",Whiskey Lima Golf,$22,2020,,,,Yes,,,,,,,,
Have I Told You I'm Vegan,"Quinoa and lentil patty with smashed avocado, XPA battered onion rings, lettuce, cheddar, pineapple salsa and BBQ sauce in an Arobake charcoal bun.",Whistling Sisters,$20,2020,,,,,,,,Yes,,,,
The Adventurer,"Char-grilled pork patty with Fortune Favours The Adventurer sauce, apple and mustard relish, Kāpiti Kōwhai Gruyere, watercress and granny smith salad in a Brezelmania flat white bun, with skin-on fries and kiwi onion dip.",Whitby CO-OP Bar and Kitchen,$24,2020,,,,,Yes,,,,,,,
